starttime	                seconds  ctime dtime ttime	wait
Thu Jul 24 11:06:49 2014	1406192809	40	49	89	46
Thu Jul 24 11:06:39 2014	1406192799	40	49	89	48
Thu Jul 24 11:06:35 2014	1406192795	39	49	89	49
Thu Jul 24 11:06:38 2014	1406192798	40	49	89	49
Thu Jul 24 11:06:43 2014	1406192803	40	49	89	46
Thu Jul 24 11:06:42 2014	1406192802	39	50	89	45
Thu Jul 24 11:06:50 2014	1406192810	39	50	89	46
Thu Jul 24 11:06:42 2014	1406192802	39	50	89	48
Thu Jul 24 11:06:50 2014	1406192810	39	50	89	50
Thu Jul 24 11:06:39 2014	1406192799	40	49	89	46
Thu Jul 24 11:06:39 2014	1406192799	39	50	89	47
Thu Jul 24 11:06:44 2014	1406192804	40	50	89	48
Thu Jul 24 11:06:38 2014	1406192798	39	50	89	46
Thu Jul 24 11:06:41 2014	1406192801	42	47	89	46
Thu Jul 24 11:06:41 2014	1406192801	39	51	89	46
Thu Jul 24 11:06:36 2014	1406192796	39	50	89	48
Thu Jul 24 11:06:37 2014	1406192797	40	50	89	47
Thu Jul 24 11:06:50 2014	1406192810	39	51	89	46
Thu Jul 24 11:06:39 2014	1406192799	40	50	90	47
Thu Jul 24 11:06:39 2014	1406192799	39	50	90	46
Thu Jul 24 11:06:53 2014	1406192813	40	50	90	50
Thu Jul 24 11:06:38 2014	1406192798	39	50	90	45
Thu Jul 24 11:06:36 2014	1406192796	39	50	90	47
Thu Jul 24 11:06:39 2014	1406192799	39	50	90	46
Thu Jul 24 11:06:38 2014	1406192798	43	47	90	45
Thu Jul 24 11:06:42 2014	1406192802	39	51	90	47
Thu Jul 24 11:06:41 2014	1406192801	39	51	90	46
Thu Jul 24 11:06:42 2014	1406192802	39	50	90	49
Thu Jul 24 11:06:38 2014	1406192798	40	50	90	47
Thu Jul 24 11:06:38 2014	1406192798	39	51	90	45
Thu Jul 24 11:06:41 2014	1406192801	39	51	90	46
Thu Jul 24 11:06:41 2014	1406192801	39	51	90	47
Thu Jul 24 11:06:50 2014	1406192810	40	50	90	50
Thu Jul 24 11:06:38 2014	1406192798	40	50	90	48
Thu Jul 24 11:06:54 2014	1406192814	39	51	90	46
Thu Jul 24 11:06:42 2014	1406192802	39	51	90	48
Thu Jul 24 11:06:38 2014	1406192798	39	51	90	46
Thu Jul 24 11:06:35 2014	1406192795	39	51	90	46
Thu Jul 24 11:06:38 2014	1406192798	39	51	90	48
Thu Jul 24 11:06:39 2014	1406192799	39	51	90	46
Thu Jul 24 11:06:47 2014	1406192807	41	49	90	47
Thu Jul 24 11:06:35 2014	1406192795	40	50	90	47
Thu Jul 24 11:06:35 2014	1406192795	40	50	90	48
Thu Jul 24 11:06:50 2014	1406192810	39	51	90	46
Thu Jul 24 11:06:48 2014	1406192808	39	51	90	47
Thu Jul 24 11:06:41 2014	1406192801	41	49	90	48
Thu Jul 24 11:06:46 2014	1406192806	40	51	90	47
Thu Jul 24 11:06:43 2014	1406192803	41	49	90	49
Thu Jul 24 11:06:37 2014	1406192797	39	52	90	47
Thu Jul 24 11:06:38 2014	1406192798	41	49	90	48
Thu Jul 24 11:06:39 2014	1406192799	39	51	90	51
Thu Jul 24 11:06:35 2014	1406192795	39	51	91	49
Thu Jul 24 11:06:45 2014	1406192805	39	51	91	51
Thu Jul 24 11:06:41 2014	1406192801	42	49	91	47
Thu Jul 24 11:06:39 2014	1406192799	39	51	91	51
Thu Jul 24 11:06:38 2014	1406192798	39	52	91	49
Thu Jul 24 11:06:42 2014	1406192802	39	52	91	48
Thu Jul 24 11:06:53 2014	1406192813	39	51	91	51
Thu Jul 24 11:06:39 2014	1406192799	39	52	91	46
Thu Jul 24 11:06:56 2014	1406192816	40	51	91	51
Thu Jul 24 11:06:42 2014	1406192802	39	52	91	46
Thu Jul 24 11:06:41 2014	1406192801	41	50	91	50
Thu Jul 24 11:06:39 2014	1406192799	41	50	91	49
Thu Jul 24 11:06:51 2014	1406192811	40	52	91	51
Thu Jul 24 11:06:39 2014	1406192799	39	53	91	45
Thu Jul 24 11:06:48 2014	1406192808	39	52	91	48
Thu Jul 24 11:06:47 2014	1406192807	42	49	91	49
Thu Jul 24 11:06:53 2014	1406192813	40	52	91	52
Thu Jul 24 11:06:53 2014	1406192813	39	52	91	47
Thu Jul 24 11:06:38 2014	1406192798	42	50	91	48
Thu Jul 24 11:06:42 2014	1406192802	42	50	91	49
Thu Jul 24 11:06:35 2014	1406192795	41	50	91	50
Thu Jul 24 11:06:53 2014	1406192813	39	52	91	52
Thu Jul 24 11:06:48 2014	1406192808	40	52	91	47
Thu Jul 24 11:06:41 2014	1406192801	42	49	91	46
Thu Jul 24 11:06:41 2014	1406192801	42	50	91	50
Thu Jul 24 11:06:52 2014	1406192812	38	53	91	47
Thu Jul 24 11:06:54 2014	1406192814	38	53	91	47
Thu Jul 24 11:06:55 2014	1406192815	41	50	91	48
Thu Jul 24 11:06:53 2014	1406192813	39	52	91	48
Thu Jul 24 11:06:37 2014	1406192797	42	50	91	47
Thu Jul 24 11:06:35 2014	1406192795	41	50	92	50
Thu Jul 24 11:06:38 2014	1406192798	42	50	92	50
Thu Jul 24 11:06:35 2014	1406192795	42	50	92	50
Thu Jul 24 11:06:37 2014	1406192797	42	50	92	48
Thu Jul 24 11:06:37 2014	1406192797	39	52	92	45
Thu Jul 24 11:06:54 2014	1406192814	39	53	92	47
Thu Jul 24 11:06:42 2014	1406192802	42	50	92	50
Thu Jul 24 11:06:41 2014	1406192801	42	50	92	50
Thu Jul 24 11:06:35 2014	1406192795	42	50	92	48
Thu Jul 24 11:06:53 2014	1406192813	42	50	92	49
Thu Jul 24 11:06:35 2014	1406192795	42	50	92	48
Thu Jul 24 11:06:37 2014	1406192797	42	49	92	48
Thu Jul 24 11:06:41 2014	1406192801	42	50	92	48
Thu Jul 24 11:06:38 2014	1406192798	38	53	92	45
Thu Jul 24 11:06:42 2014	1406192802	42	50	92	49
Thu Jul 24 11:06:42 2014	1406192802	40	52	92	50
Thu Jul 24 11:06:48 2014	1406192808	39	53	92	48
Thu Jul 24 11:06:56 2014	1406192816	39	53	92	52
Thu Jul 24 11:06:39 2014	1406192799	41	50	92	48
Thu Jul 24 11:06:41 2014	1406192801	41	51	92	50
Thu Jul 24 11:06:43 2014	1406192803	41	51	92	51
Thu Jul 24 11:06:36 2014	1406192796	39	53	92	48
Thu Jul 24 11:06:38 2014	1406192798	42	50	92	49
Thu Jul 24 11:06:37 2014	1406192797	42	50	92	48
Thu Jul 24 11:06:43 2014	1406192803	39	53	92	53
Thu Jul 24 11:06:39 2014	1406192799	42	50	92	49
Thu Jul 24 11:06:36 2014	1406192796	39	53	92	49
Thu Jul 24 11:06:39 2014	1406192799	39	53	92	46
Thu Jul 24 11:06:38 2014	1406192798	44	48	92	46
Thu Jul 24 11:06:37 2014	1406192797	41	51	92	50
Thu Jul 24 11:06:52 2014	1406192812	39	53	92	47
Thu Jul 24 11:06:36 2014	1406192796	42	51	92	48
Thu Jul 24 11:06:37 2014	1406192797	44	49	92	46
Thu Jul 24 11:06:39 2014	1406192799	42	51	92	49
Thu Jul 24 11:06:37 2014	1406192797	41	52	92	46
Thu Jul 24 11:06:55 2014	1406192815	41	51	92	49
Thu Jul 24 11:06:40 2014	1406192800	41	51	92	49
Thu Jul 24 11:06:47 2014	1406192807	42	50	92	48
Thu Jul 24 11:06:53 2014	1406192813	39	53	93	46
Thu Jul 24 11:06:52 2014	1406192812	42	51	93	49
Thu Jul 24 11:06:50 2014	1406192810	40	53	93	48
Thu Jul 24 11:06:53 2014	1406192813	40	53	93	51
Thu Jul 24 11:06:55 2014	1406192815	41	51	93	50
Thu Jul 24 11:06:42 2014	1406192802	43	50	93	50
Thu Jul 24 11:06:51 2014	1406192811	41	51	93	48
Thu Jul 24 11:06:36 2014	1406192796	40	53	93	53
Thu Jul 24 11:06:39 2014	1406192799	42	51	93	49
Thu Jul 24 11:06:50 2014	1406192810	39	54	93	46
Thu Jul 24 11:06:44 2014	1406192804	40	53	93	53
Thu Jul 24 11:06:38 2014	1406192798	42	51	93	50
Thu Jul 24 11:06:39 2014	1406192799	42	51	93	48
Thu Jul 24 11:06:37 2014	1406192797	42	51	93	49
Thu Jul 24 11:06:44 2014	1406192804	40	53	93	48
Thu Jul 24 11:06:48 2014	1406192808	39	54	93	53
Thu Jul 24 11:06:49 2014	1406192809	39	54	93	49
Thu Jul 24 11:06:45 2014	1406192805	40	53	93	48
Thu Jul 24 11:06:48 2014	1406192808	40	53	93	49
Thu Jul 24 11:06:32 2014	1406192792	42	51	93	49
Thu Jul 24 11:06:43 2014	1406192803	42	51	93	49
Thu Jul 24 11:06:49 2014	1406192809	42	51	93	49
Thu Jul 24 11:06:54 2014	1406192814	41	52	93	47
Thu Jul 24 11:06:41 2014	1406192801	41	52	93	50
Thu Jul 24 11:06:51 2014	1406192811	42	52	93	49
Thu Jul 24 11:06:51 2014	1406192811	38	55	93	49
Thu Jul 24 11:06:55 2014	1406192815	40	54	93	48
Thu Jul 24 11:06:39 2014	1406192799	42	52	93	49
Thu Jul 24 11:06:35 2014	1406192795	42	52	93	48
Thu Jul 24 11:06:37 2014	1406192797	39	54	93	47
Thu Jul 24 11:06:41 2014	1406192801	42	52	93	49
Thu Jul 24 11:06:51 2014	1406192811	40	54	93	47
Thu Jul 24 11:06:53 2014	1406192813	40	53	93	49
Thu Jul 24 11:06:36 2014	1406192796	41	52	93	49
Thu Jul 24 11:06:35 2014	1406192795	42	51	93	49
Thu Jul 24 11:06:43 2014	1406192803	42	52	93	50
Thu Jul 24 11:06:49 2014	1406192809	39	54	93	48
Thu Jul 24 11:06:42 2014	1406192802	42	51	93	50
Thu Jul 24 11:06:51 2014	1406192811	40	54	94	49
Thu Jul 24 11:06:38 2014	1406192798	42	51	94	50
Thu Jul 24 11:06:47 2014	1406192807	40	54	94	54
Thu Jul 24 11:06:51 2014	1406192811	42	51	94	49
Thu Jul 24 11:06:40 2014	1406192800	41	52	94	52
Thu Jul 24 11:06:35 2014	1406192795	41	52	94	48
Thu Jul 24 11:06:32 2014	1406192792	42	51	94	48
Thu Jul 24 11:06:45 2014	1406192805	40	54	94	53
Thu Jul 24 11:06:38 2014	1406192798	41	52	94	50
Thu Jul 24 11:06:46 2014	1406192806	40	54	94	48
Thu Jul 24 11:06:42 2014	1406192802	39	55	94	55
Thu Jul 24 11:06:49 2014	1406192809	42	52	94	49
Thu Jul 24 11:06:43 2014	1406192803	42	52	94	52
Thu Jul 24 11:06:50 2014	1406192810	42	52	94	48
Thu Jul 24 11:06:49 2014	1406192809	40	54	94	48
Thu Jul 24 11:06:35 2014	1406192795	41	52	94	52
Thu Jul 24 11:06:53 2014	1406192813	39	54	94	49
Thu Jul 24 11:06:37 2014	1406192797	44	50	94	48
Thu Jul 24 11:06:52 2014	1406192812	39	54	94	48
Thu Jul 24 11:06:56 2014	1406192816	40	54	94	49
Thu Jul 24 11:06:39 2014	1406192799	42	52	94	50
Thu Jul 24 11:06:35 2014	1406192795	42	52	94	50
Thu Jul 24 11:06:55 2014	1406192815	39	54	94	48
Thu Jul 24 11:06:38 2014	1406192798	42	52	94	49
Thu Jul 24 11:06:47 2014	1406192807	41	53	94	48
Thu Jul 24 11:06:45 2014	1406192805	40	54	94	49
Thu Jul 24 11:06:54 2014	1406192814	40	54	94	54
Thu Jul 24 11:06:37 2014	1406192797	41	53	94	48
Thu Jul 24 11:06:39 2014	1406192799	43	51	94	49
Thu Jul 24 11:06:48 2014	1406192808	39	55	94	48
Thu Jul 24 11:06:47 2014	1406192807	40	54	94	48
Thu Jul 24 11:06:39 2014	1406192799	42	52	94	48
Thu Jul 24 11:06:37 2014	1406192797	42	52	94	52
Thu Jul 24 11:06:56 2014	1406192816	40	54	94	54
Thu Jul 24 11:06:38 2014	1406192798	43	51	94	46
Thu Jul 24 11:06:50 2014	1406192810	42	52	94	49
Thu Jul 24 11:06:49 2014	1406192809	42	52	94	52
Thu Jul 24 11:06:48 2014	1406192808	42	52	94	52
Thu Jul 24 11:06:41 2014	1406192801	43	51	94	48
Thu Jul 24 11:06:46 2014	1406192806	41	53	94	53
Thu Jul 24 11:06:41 2014	1406192801	42	52	94	49
Thu Jul 24 11:06:52 2014	1406192812	39	55	94	54
Thu Jul 24 11:06:48 2014	1406192808	40	54	94	48
Thu Jul 24 11:06:43 2014	1406192803	42	52	94	52
Thu Jul 24 11:06:38 2014	1406192798	42	53	94	49
Thu Jul 24 11:06:45 2014	1406192805	42	52	94	49
Thu Jul 24 11:06:55 2014	1406192815	40	55	94	49
Thu Jul 24 11:06:37 2014	1406192797	42	52	94	49
Thu Jul 24 11:06:53 2014	1406192813	42	53	94	53
Thu Jul 24 11:06:39 2014	1406192799	42	52	94	49
Thu Jul 24 11:06:47 2014	1406192807	40	54	94	48
Thu Jul 24 11:06:43 2014	1406192803	41	53	94	47
Thu Jul 24 11:06:51 2014	1406192811	39	55	94	48
Thu Jul 24 11:06:55 2014	1406192815	41	53	94	50
Thu Jul 24 11:06:50 2014	1406192810	43	52	94	51
Thu Jul 24 11:06:54 2014	1406192814	41	53	94	49
Thu Jul 24 11:06:40 2014	1406192800	41	53	94	53
Thu Jul 24 11:06:41 2014	1406192801	41	53	94	49
Thu Jul 24 11:06:35 2014	1406192795	42	52	94	50
Thu Jul 24 11:06:46 2014	1406192806	39	55	94	46
Thu Jul 24 11:06:38 2014	1406192798	42	52	94	49
Thu Jul 24 11:06:37 2014	1406192797	42	53	94	52
Thu Jul 24 11:06:53 2014	1406192813	42	52	94	52
Thu Jul 24 11:06:44 2014	1406192804	40	54	94	49
Thu Jul 24 11:06:37 2014	1406192797	42	52	94	50
Thu Jul 24 11:06:54 2014	1406192814	42	52	94	49
Thu Jul 24 11:06:55 2014	1406192815	40	55	94	54
Thu Jul 24 11:06:53 2014	1406192813	40	54	94	49
Thu Jul 24 11:06:39 2014	1406192799	41	53	94	49
Thu Jul 24 11:06:46 2014	1406192806	40	54	94	54
Thu Jul 24 11:06:45 2014	1406192805	41	53	94	53
Thu Jul 24 11:06:55 2014	1406192815	40	54	94	49
Thu Jul 24 11:06:50 2014	1406192810	41	54	94	50
Thu Jul 24 11:06:37 2014	1406192797	43	51	94	49
Thu Jul 24 11:06:54 2014	1406192814	40	54	94	51
Thu Jul 24 11:06:45 2014	1406192805	42	52	94	49
Thu Jul 24 11:06:37 2014	1406192797	43	51	94	49
Thu Jul 24 11:06:51 2014	1406192811	40	55	94	48
Thu Jul 24 11:06:55 2014	1406192815	41	54	94	54
Thu Jul 24 11:06:47 2014	1406192807	42	53	94	50
Thu Jul 24 11:06:54 2014	1406192814	42	53	94	51
Thu Jul 24 11:06:35 2014	1406192795	41	53	95	51
Thu Jul 24 11:06:37 2014	1406192797	41	53	95	50
Thu Jul 24 11:06:45 2014	1406192805	42	52	95	49
Thu Jul 24 11:06:34 2014	1406192794	40	55	95	49
Thu Jul 24 11:06:54 2014	1406192814	42	53	95	48
Thu Jul 24 11:06:56 2014	1406192816	39	55	95	51
Thu Jul 24 11:06:49 2014	1406192809	39	55	95	48
Thu Jul 24 11:06:42 2014	1406192802	42	53	95	50
Thu Jul 24 11:06:42 2014	1406192802	40	55	95	51
Thu Jul 24 11:06:54 2014	1406192814	41	53	95	48
Thu Jul 24 11:06:43 2014	1406192803	39	56	95	46
Thu Jul 24 11:06:35 2014	1406192795	42	53	95	49
Thu Jul 24 11:06:40 2014	1406192800	40	55	95	54
Thu Jul 24 11:06:35 2014	1406192795	43	52	95	52
Thu Jul 24 11:06:34 2014	1406192794	39	56	95	50
Thu Jul 24 11:06:41 2014	1406192801	42	53	95	48
Thu Jul 24 11:06:54 2014	1406192814	40	55	95	49
Thu Jul 24 11:06:47 2014	1406192807	40	55	95	48
Thu Jul 24 11:06:52 2014	1406192812	42	53	95	53
Thu Jul 24 11:06:38 2014	1406192798	42	53	95	48
Thu Jul 24 11:06:55 2014	1406192815	40	55	95	46
Thu Jul 24 11:06:41 2014	1406192801	40	55	95	54
Thu Jul 24 11:06:51 2014	1406192811	44	51	95	48
Thu Jul 24 11:06:36 2014	1406192796	40	55	95	55
Thu Jul 24 11:06:42 2014	1406192802	43	52	95	51
Thu Jul 24 11:06:41 2014	1406192801	42	53	95	49
Thu Jul 24 11:06:35 2014	1406192795	41	54	95	49
Thu Jul 24 11:06:43 2014	1406192803	41	54	95	48
Thu Jul 24 11:06:54 2014	1406192814	42	53	95	49
Thu Jul 24 11:06:37 2014	1406192797	42	53	95	52
Thu Jul 24 11:06:50 2014	1406192810	42	53	95	53
Thu Jul 24 11:06:42 2014	1406192802	45	50	95	50
Thu Jul 24 11:06:52 2014	1406192812	42	53	95	49
Thu Jul 24 11:06:42 2014	1406192802	39	56	95	46
Thu Jul 24 11:06:38 2014	1406192798	42	53	95	48
Thu Jul 24 11:06:38 2014	1406192798	42	53	95	50
Thu Jul 24 11:06:50 2014	1406192810	40	55	95	50
Thu Jul 24 11:06:38 2014	1406192798	43	52	95	50
Thu Jul 24 11:06:40 2014	1406192800	40	55	95	50
Thu Jul 24 11:06:37 2014	1406192797	42	53	95	50
Thu Jul 24 11:06:48 2014	1406192808	40	55	95	55
Thu Jul 24 11:06:49 2014	1406192809	39	56	95	51
Thu Jul 24 11:06:43 2014	1406192803	44	52	95	49
Thu Jul 24 11:06:56 2014	1406192816	42	53	95	50
Thu Jul 24 11:06:51 2014	1406192811	43	53	95	48
Thu Jul 24 11:06:38 2014	1406192798	42	53	95	52
Thu Jul 24 11:06:38 2014	1406192798	41	54	95	52
Thu Jul 24 11:06:55 2014	1406192815	40	55	95	51
Thu Jul 24 11:06:39 2014	1406192799	42	54	95	49
Thu Jul 24 11:06:51 2014	1406192811	42	53	95	50
Thu Jul 24 11:06:37 2014	1406192797	42	54	95	50
Thu Jul 24 11:06:56 2014	1406192816	39	56	95	51
Thu Jul 24 11:06:56 2014	1406192816	42	54	95	50
Thu Jul 24 11:06:47 2014	1406192807	43	53	95	50
Thu Jul 24 11:06:41 2014	1406192801	38	57	95	48
Thu Jul 24 11:06:54 2014	1406192814	42	54	95	49
Thu Jul 24 11:06:49 2014	1406192809	39	56	95	49
Thu Jul 24 11:06:47 2014	1406192807	42	54	95	54
Thu Jul 24 11:06:51 2014	1406192811	40	55	95	49
Thu Jul 24 11:06:37 2014	1406192797	42	54	95	50
Thu Jul 24 11:06:55 2014	1406192815	41	54	96	48
Thu Jul 24 11:06:53 2014	1406192813	41	54	96	51
Thu Jul 24 11:06:54 2014	1406192814	42	54	96	49
Thu Jul 24 11:06:54 2014	1406192814	43	53	96	50
Thu Jul 24 11:06:35 2014	1406192795	42	54	96	51
Thu Jul 24 11:06:38 2014	1406192798	41	54	96	48
Thu Jul 24 11:06:54 2014	1406192814	41	54	96	48
Thu Jul 24 11:06:50 2014	1406192810	42	54	96	49
Thu Jul 24 11:06:40 2014	1406192800	40	55	96	50
Thu Jul 24 11:06:34 2014	1406192794	40	56	96	49
Thu Jul 24 11:06:50 2014	1406192810	42	54	96	49
Thu Jul 24 11:06:52 2014	1406192812	42	53	96	51
Thu Jul 24 11:06:40 2014	1406192800	43	53	96	49
Thu Jul 24 11:06:48 2014	1406192808	40	56	96	56
Thu Jul 24 11:06:37 2014	1406192797	42	54	96	50
Thu Jul 24 11:06:46 2014	1406192806	40	55	96	50
Thu Jul 24 11:06:41 2014	1406192801	42	53	96	52
Thu Jul 24 11:06:54 2014	1406192814	42	54	96	48
Thu Jul 24 11:06:40 2014	1406192800	39	57	96	52
Thu Jul 24 11:06:40 2014	1406192800	41	55	96	50
Thu Jul 24 11:06:43 2014	1406192803	43	53	96	48
Thu Jul 24 11:06:43 2014	1406192803	44	52	96	50
Thu Jul 24 11:06:50 2014	1406192810	40	56	96	50
Thu Jul 24 11:06:51 2014	1406192811	42	54	96	53
Thu Jul 24 11:06:40 2014	1406192800	40	56	96	51
Thu Jul 24 11:06:43 2014	1406192803	40	57	96	51
Thu Jul 24 11:06:51 2014	1406192811	42	54	96	52
Thu Jul 24 11:06:41 2014	1406192801	42	54	96	53
Thu Jul 24 11:06:49 2014	1406192809	39	57	96	47
Thu Jul 24 11:06:48 2014	1406192808	42	54	96	50
Thu Jul 24 11:06:50 2014	1406192810	40	56	96	51
Thu Jul 24 11:06:47 2014	1406192807	41	55	96	55
Thu Jul 24 11:06:41 2014	1406192801	41	55	96	49
Thu Jul 24 11:06:38 2014	1406192798	46	50	96	48
Thu Jul 24 11:06:48 2014	1406192808	42	55	96	50
Thu Jul 24 11:06:54 2014	1406192814	44	52	96	49
Thu Jul 24 11:06:41 2014	1406192801	41	55	96	50
Thu Jul 24 11:06:46 2014	1406192806	40	57	96	50
Thu Jul 24 11:06:55 2014	1406192815	41	56	96	49
Thu Jul 24 11:06:48 2014	1406192808	40	57	96	47
Thu Jul 24 11:06:48 2014	1406192808	43	54	96	53
Thu Jul 24 11:06:41 2014	1406192801	43	53	96	52
Thu Jul 24 11:06:40 2014	1406192800	40	57	96	51
Thu Jul 24 11:06:39 2014	1406192799	42	55	97	53
Thu Jul 24 11:06:45 2014	1406192805	42	54	97	49
Thu Jul 24 11:06:50 2014	1406192810	40	57	97	50
Thu Jul 24 11:06:39 2014	1406192799	41	55	97	50
Thu Jul 24 11:06:35 2014	1406192795	42	54	97	51
Thu Jul 24 11:06:49 2014	1406192809	43	54	97	51
Thu Jul 24 11:06:52 2014	1406192812	42	55	97	51
Thu Jul 24 11:06:48 2014	1406192808	43	54	97	54
Thu Jul 24 11:06:48 2014	1406192808	42	54	97	54
Thu Jul 24 11:06:42 2014	1406192802	42	55	97	49
Thu Jul 24 11:06:50 2014	1406192810	42	54	97	51
Thu Jul 24 11:06:53 2014	1406192813	42	55	97	52
Thu Jul 24 11:06:33 2014	1406192793	43	54	97	50
Thu Jul 24 11:06:44 2014	1406192804	41	56	97	51
Thu Jul 24 11:06:48 2014	1406192808	43	54	97	50
Thu Jul 24 11:06:48 2014	1406192808	43	54	97	54
Thu Jul 24 11:06:49 2014	1406192809	42	55	97	51
Thu Jul 24 11:06:52 2014	1406192812	40	57	97	50
Thu Jul 24 11:06:45 2014	1406192805	43	54	97	49
Thu Jul 24 11:06:46 2014	1406192806	42	55	97	55
Thu Jul 24 11:06:55 2014	1406192815	39	58	97	51
Thu Jul 24 11:06:48 2014	1406192808	44	53	97	53
Thu Jul 24 11:06:48 2014	1406192808	43	54	97	49
Thu Jul 24 11:06:52 2014	1406192812	40	57	97	57
Thu Jul 24 11:06:45 2014	1406192805	42	55	97	50
Thu Jul 24 11:06:35 2014	1406192795	42	55	97	54
Thu Jul 24 11:06:56 2014	1406192816	39	58	97	53
Thu Jul 24 11:06:33 2014	1406192793	43	54	97	50
Thu Jul 24 11:06:46 2014	1406192806	43	55	97	54
Thu Jul 24 11:06:35 2014	1406192795	41	56	97	49
Thu Jul 24 11:06:49 2014	1406192809	42	55	97	53
Thu Jul 24 11:06:42 2014	1406192802	42	55	97	49
Thu Jul 24 11:06:48 2014	1406192808	41	57	97	57
Thu Jul 24 11:06:40 2014	1406192800	42	55	97	50
Thu Jul 24 11:06:37 2014	1406192797	41	56	97	48
Thu Jul 24 11:06:54 2014	1406192814	42	55	97	49
Thu Jul 24 11:06:53 2014	1406192813	42	55	97	55
Thu Jul 24 11:06:47 2014	1406192807	43	55	97	54
Thu Jul 24 11:06:48 2014	1406192808	42	55	97	50
Thu Jul 24 11:06:43 2014	1406192803	45	53	97	50
Thu Jul 24 11:06:38 2014	1406192798	44	53	97	50
Thu Jul 24 11:06:39 2014	1406192799	42	55	97	52
Thu Jul 24 11:06:56 2014	1406192816	42	56	98	52
Thu Jul 24 11:06:38 2014	1406192798	44	53	98	50
Thu Jul 24 11:06:39 2014	1406192799	42	55	98	53
Thu Jul 24 11:06:47 2014	1406192807	42	56	98	51
Thu Jul 24 11:06:46 2014	1406192806	42	56	98	51
Thu Jul 24 11:06:51 2014	1406192811	42	56	98	54
Thu Jul 24 11:06:48 2014	1406192808	42	56	98	51
Thu Jul 24 11:06:51 2014	1406192811	43	55	98	50
Thu Jul 24 11:06:48 2014	1406192808	42	55	98	51
Thu Jul 24 11:06:48 2014	1406192808	43	55	98	51
Thu Jul 24 11:06:47 2014	1406192807	40	58	98	49
Thu Jul 24 11:06:43 2014	1406192803	46	52	98	50
Thu Jul 24 11:06:56 2014	1406192816	43	54	98	54
Thu Jul 24 11:06:41 2014	1406192801	43	55	98	52
Thu Jul 24 11:06:55 2014	1406192815	42	56	98	51
Thu Jul 24 11:06:36 2014	1406192796	40	58	98	49
Thu Jul 24 11:06:40 2014	1406192800	40	58	98	51
Thu Jul 24 11:06:41 2014	1406192801	45	53	98	51
Thu Jul 24 11:06:53 2014	1406192813	42	56	98	56
Thu Jul 24 11:06:54 2014	1406192814	43	55	98	50
Thu Jul 24 11:06:42 2014	1406192802	39	59	98	50
Thu Jul 24 11:06:40 2014	1406192800	42	56	98	50
Thu Jul 24 11:06:36 2014	1406192796	42	56	98	50
Thu Jul 24 11:06:36 2014	1406192796	43	55	98	55
Thu Jul 24 11:06:42 2014	1406192802	42	56	98	54
Thu Jul 24 11:06:51 2014	1406192811	42	55	98	55
Thu Jul 24 11:06:44 2014	1406192804	48	50	98	45
Thu Jul 24 11:06:49 2014	1406192809	42	56	98	50
Thu Jul 24 11:06:56 2014	1406192816	40	58	98	49
Thu Jul 24 11:06:54 2014	1406192814	41	57	98	57
Thu Jul 24 11:06:54 2014	1406192814	42	56	98	50
Thu Jul 24 11:06:56 2014	1406192816	42	56	98	50
Thu Jul 24 11:06:51 2014	1406192811	42	56	98	50
